id,category,value,text_data
427,C,1770,x
428,C,1019,x
429,C,1620,x
430,D,1555,x
431,D,1762,x
432,A,1210,x
434,C,1934,x
436,A,1098,x
438,B,1427,x
439,B,1940,x
440,C,1178,x
441,B,1058,x
449,A,1202,x
450,D,1378,x
451,B,1949,x
452,A,1976,x
453,B,1257,x
454,B,1124,x
456,D,1780,x
458,A,1049,x
459,A,1227,x
463,A,1339,x
464,A,1076,x
465,A,1750,x
471,A,1842,x
472,C,1380,x
474,C,1075,x
475,B,1923,x
478,A,1924,x
479,D,1147,x
480,A,1909,x
482,D,1587,x
484,C,1405,x
488,A,1302,x
489,C,1844,x
490,C,1485,x
492,A,1694,x
493,C,1509,x
496,A,1774,x
497,D,1906,x
500,C,1186,x
506,A,1846,x
507,D,1598,x
509,A,1971,x
510,C,1361,x
512,D,1114,x
513,D,1051,x
514,C,1933,x
516,A,1169,x
517,B,1851,x
518,B,1639,x
519,C,1763,x
521,D,1690,x
522,A,1505,x
523,C,1262,x
524,B,1555,x
525,C,1029,x
527,C,1624,x
528,B,1633,x
531,B,1545,x
536,B,1815,x
538,A,1159,x
541,B,1691,x
542,C,1472,x
544,C,1190,x
546,A,1951,x
548,C,1457,x
550,A,1983,x
551,C,1219,x
554,A,1010,x
555,A,1265,x
558,D,1974,x
559,B,1135,x
561,B,1475,x
562,C,1897,x
564,C,1196,x
569,C,1226,x
571,D,1795,x
575,C,1903,x
576,B,1407,x
577,A,1617,x
578,B,1120,x
579,D,1378,x
580,A,1638,x
586,B,1557,x
587,D,1938,x
588,B,1080,x
589,B,1518,x
591,B,1804,x
592,C,1072,x
594,A,1445,x
596,C,1469,x
600,C,1668,x
601,B,1267,x
604,D,1927,x
606,B,1630,x
607,D,1383,x
608,B,1691,x
609,C,1343,x
610,D,1743,x
613,D,1970,x
619,A,1445,x
623,D,1290,x
629,A,1421,x
630,B,1760,x
632,D,1597,x
633,D,1414,x
634,D,1581,x
635,D,1997,x
636,C,1451,x
639,A,1419,x
640,B,1642,x
641,B,1332,x
646,D,1153,x
649,D,1493,x
650,A,1735,x
651,C,1627,x
652,D,1471,x
653,C,1382,x
655,C,1664,x
660,D,1284,x
663,A,1936,x
664,A,1624,x
665,A,1693,x
666,B,1135,x
668,D,1764,x
669,D,1943,x
670,C,1646,x
672,B,1460,x
675,C,1920,x
677,A,1070,x
679,C,1061,x
683,C,1955,x
689,B,1836,x
690,D,1105,x
691,C,1095,x
692,C,1954,x
693,C,1850,x
694,B,1529,x
695,D,1431,x
700,D,1029,x
701,C,1900,x
702,B,1760,x
705,A,1455,x
706,C,1918,x
708,B,1261,x
709,A,1932,x
711,B,1250,x
712,D,1089,x
713,B,1194,x
714,C,1182,x
715,C,1878,x
716,A,1010,x
718,D,1833,x
720,C,1339,x
725,D,1457,x
728,C,1069,x
732,A,1232,x
734,D,1386,x
736,B,1099,x
737,D,1160,x
738,A,1808,x
739,B,1042,x
741,C,1428,x
744,A,1420,x
746,B,1898,x
749,B,1804,x
752,C,1195,x
754,C,1094,x
755,C,1143,x
757,D,1394,x
758,A,1911,x
761,C,1847,x
762,C,1074,x
764,D,1579,x
773,B,1118,x
776,B,1102,x
777,C,1927,x
779,B,1943,x
783,C,1788,x
784,C,1521,x
786,A,1520,x
788,A,1740,x
791,A,1769,x
792,D,1465,x
796,A,1384,x
802,C,1671,x
804,A,1143,x
805,A,1999,x
806,B,1901,x
807,B,1405,x
808,D,1910,x
809,B,1089,x
811,C,1128,x
813,D,1442,x
817,A,1457,x
820,C,1434,x
824,A,1322,x
825,B,1951,x
826,C,1364,x
827,C,1506,x
828,A,1862,x
831,B,1614,x
834,A,1401,x
836,A,1840,x
837,D,1320,x
838,C,1118,x
840,A,1728,x
843,C,1573,x
845,B,1734,x
846,B,1685,x
849,C,1516,x
851,B,1212,x
853,B,1852,x
854,B,1366,x
857,D,1368,x
859,A,1174,x
860,D,1656,x
861,C,1492,x
863,A,1410,x
864,B,1441,x
865,A,1271,x
871,B,1712,x
872,C,1330,x
873,A,1480,x
875,D,1855,x
877,B,1845,x
879,D,1641,x
887,B,1620,x
888,A,1759,x
891,A,1709,x
893,C,1702,x
894,C,1697,x
895,B,1048,x
896,B,1884,x
897,B,1389,x
898,B,1593,x
900,D,1579,x
901,A,1697,x
902,A,1046,x
904,D,1504,x
905,B,1818,x
906,B,1508,x
908,A,1889,x
914,B,1012,x
919,C,1201,x
921,A,1521,x
922,C,1897,x
924,B,1932,x
926,B,1983,x
927,B,1044,x
928,A,1695,x
929,A,1908,x
930,B,1769,x
931,A,1087,x
932,B,1138,x
937,D,1073,x
938,A,1411,x
939,C,1373,x
942,D,1470,x
944,A,1368,x
945,B,1406,x
948,A,1697,x
953,D,1247,x
956,A,1732,x
957,B,1473,x
958,A,1721,x
960,B,1419,x
962,C,1731,x
966,A,1189,x
968,C,1493,x
970,C,1545,x
974,B,1064,x
975,D,1105,x
982,A,1538,x
983,D,1219,x
984,A,1874,x
986,A,1145,x
988,B,1114,x
989,B,1003,x
990,C,1565,x
991,A,1338,x
992,D,1036,x
993,D,1450,x
994,A,1845,x
995,C,1696,x
1000,D,1369,x
1001,D,1690,x
1002,D,1411,x
1005,D,1394,x
1007,D,1933,x
1008,D,1231,x
1010,D,1843,x
1013,B,1084,x
1014,D,1125,x
1015,D,1754,x
1018,B,1586,x
1019,A,1207,x
1021,B,1660,x
1023,A,1421,x
1030,C,1470,x
1031,A,1224,x
1032,B,1858,x
1033,A,1501,x
1034,A,1672,x
1035,A,1861,x
1037,D,1553,x
1038,B,1942,x
1040,B,1971,x
1042,C,1653,x
1044,B,1579,x
1046,D,1319,x
1048,A,1767,x
1050,B,1462,x
1051,B,1382,x
1052,C,1229,x
1053,D,1158,x
1056,A,1358,x
1059,B,1049,x
1061,C,1614,x
1063,D,1347,x
1064,D,1638,x
1066,D,1846,x
1070,A,1111,x
1072,A,1748,x
1073,D,1906,x
1074,C,1509,x
1077,B,1393,x
1078,D,1903,x
1080,D,1507,x
1081,B,1971,x
1082,C,1365,x
1083,A,1271,x
1086,D,1922,x
1088,A,1001,x
1089,D,1030,x
1092,A,1993,x
1094,B,1025,x
1095,C,1204,x
1098,B,1486,x
1099,A,1504,x
1100,A,1039,x
1102,A,1525,x
1103,D,1184,x
1104,C,1211,x
1110,D,1373,x
1115,C,1645,x
1117,B,1836,x
1120,B,1320,x
1121,A,1100,x
1127,A,1352,x
1128,B,1238,x
1129,A,1005,x
1132,C,1578,x
1133,A,1549,x
1134,D,1317,x
1135,A,1528,x
1136,B,1134,x
1138,B,1399,x
1139,D,1279,x
1140,D,1612,x
1143,D,1156,x
1145,D,1339,x
1147,D,1633,x
1148,C,1278,x
1150,B,1305,x
1151,B,1777,x
1152,D,1940,x
1153,C,1074,x
1156,A,1117,x
1158,A,1249,x
1159,A,1226,x
1161,B,1268,x
1164,D,1790,x
1165,C,1802,x
1166,D,1680,x
1168,C,1565,x
1169,B,1732,x
1172,C,1230,x
1178,B,1244,x
1180,B,1595,x
1181,D,1745,x
1183,A,1851,x
1185,A,1997,x
1186,C,1463,x
1187,C,1379,x
1190,C,1923,x
1192,B,1910,x
1193,A,1167,x
1194,D,1601,x
1195,B,1038,x
1196,B,1116,x
1198,C,1956,x
1199,B,1709,x
1202,B,1624,x
1206,C,1993,x
1208,A,1927,x
1209,A,1037,x
1210,B,1233,x
1212,A,1236,x
1215,B,1722,x
1218,B,1980,x
1221,C,1644,x
1225,C,1410,x
1229,A,1335,x
1231,D,1228,x
1233,A,1369,x
1235,C,1055,x
1237,B,1142,x
1238,A,1830,x
1239,C,1131,x
1244,D,1721,x
1246,D,1467,x
1247,A,1511,x
1249,C,1957,x
1251,C,1058,x
1252,B,1176,x
1253,B,1639,x
1255,C,1634,x
1256,A,1556,x
1257,B,1969,x
1258,B,1203,x
1262,C,1486,x
1265,C,1010,x
1268,A,1280,x
1269,A,1874,x
1272,B,1868,x
1273,D,1624,x
1274,A,1604,x
1277,B,1920,x
1279,B,1668,x
1281,D,1631,x
1282,B,1755,x
1284,C,1838,x
1286,D,1590,x
1287,D,1544,x
1288,A,1963,x
1289,D,1044,x
1290,C,1006,x
1291,C,1339,x
1296,C,1995,x
1297,C,1906,x
1298,B,1996,x
1299,A,1748,x
1307,A,1756,x
1310,D,1936,x
1311,D,1625,x
1313,C,1638,x
1314,A,1511,x
1317,A,1753,x
1318,D,1372,x
1324,B,1621,x
1329,A,1120,x
1330,D,1131,x
1331,D,1092,x
1333,A,1688,x
1334,C,1638,x
1339,C,1616,x
1340,C,1936,x
1341,D,1487,x
1342,A,1623,x
1345,C,1268,x
1346,D,1286,x
1348,C,1036,x
1351,C,1625,x
1352,D,1761,x
1361,B,1973,x
1364,C,1562,x
1370,B,1029,x
1371,B,1844,x
1372,A,1711,x
1373,A,1609,x
1375,D,1368,x
1377,C,1140,x
1378,C,1147,x
1379,A,1314,x
1384,D,1497,x
1390,C,1408,x
1392,A,1867,x
1394,C,1367,x
1395,B,1170,x
1396,D,1471,x
1398,B,1827,x
1400,C,1823,x
1401,D,1819,x
1404,B,1952,x
1408,A,1429,x
1409,B,1714,x
1410,D,1150,x
1411,A,1430,x
1414,B,1608,x
1416,B,1609,x
1417,D,1690,x
1418,B,1249,x
1419,C,1753,x
1420,D,1428,x
1421,D,1831,x
1422,A,1536,x
1424,D,1084,x
1426,C,1889,x
1428,B,1703,x
1429,C,1517,x
1430,C,1752,x
1432,A,1062,x
1437,C,1252,x
1438,C,1816,x
1442,C,1420,x
1444,B,1410,x
1445,B,1648,x
1447,A,1262,x
1448,C,1224,x
1453,B,1939,x
1455,A,1230,x
1456,D,1747,x
1457,C,1084,x
1459,D,1959,x
1461,D,1281,x
1462,D,1208,x
1465,A,1944,x
1467,D,1826,x
1468,B,1629,x
1469,D,1421,x
1470,D,1960,x
1471,C,1107,x
1472,B,1819,x
1473,B,1304,x
1475,A,1874,x
1477,A,1832,x
1478,D,1141,x
1480,D,1575,x
1482,A,1377,x
1483,C,1489,x
1484,B,1380,x
1485,B,1700,x
1487,A,1372,x
1488,B,1748,x
1489,D,1641,x
1490,B,1882,x
1491,C,1803,x
1492,D,1981,x
1494,C,1808,x
1495,D,1935,x
1497,B,1592,x
1498,B,1344,x
1499,B,1116,x
1500,A,1207,x
1501,B,1860,x
1510,C,1911,x
1511,C,1847,x
1518,D,1998,x
1520,D,1418,x
1521,B,1605,x
1523,C,1123,x
1524,A,1424,x
1525,A,1564,x
1526,D,1513,x
1527,D,1232,x
1528,A,1038,x
1533,D,1886,x
1534,C,1547,x
1535,B,1648,x
1536,B,1526,x
1537,A,1157,x
1539,B,1667,x
1541,B,1049,x
1542,B,1642,x
1543,B,1028,x
1548,C,1531,x
1549,D,1501,x
1550,A,1179,x
1551,B,1613,x
1552,A,1931,x
1555,A,1585,x
1556,D,1779,x
1559,B,1792,x
1560,A,1136,x
1561,A,1301,x
1563,C,1930,x
1564,B,1914,x
1566,B,1735,x
1569,C,1769,x
1570,D,1771,x
1571,A,1901,x
1573,B,1278,x
1574,A,1264,x
1575,B,1241,x
1577,C,1274,x
1581,C,1787,x
1584,A,1486,x
1587,B,1414,x
1589,D,1642,x
1591,A,1411,x
1592,B,1719,x
1595,B,1656,x
1597,B,1433,x
1598,C,1212,x
1605,B,1537,x
1606,C,1834,x
1607,B,1507,x
1610,A,1429,x
1613,D,1280,x
1614,A,1386,x
1615,C,1893,x
1616,B,1403,x
1621,A,1183,x
1622,D,1316,x
1624,C,1801,x
1626,D,1865,x
1632,B,1214,x
1635,A,1672,x
1636,B,1515,x
1637,D,1491,x
1638,B,1251,x
1643,B,1031,x
1644,B,1059,x
1645,D,1205,x
1646,C,1344,x
1651,D,1144,x
1654,D,1953,x
1656,D,1557,x
1658,A,1508,x
1660,A,1696,x
1661,B,1101,x
1663,B,1448,x
1664,C,1863,x
1666,B,1354,x
1667,C,1396,x
1668,C,1166,x
1670,B,1719,x
1672,A,1203,x
1673,B,1037,x
1675,B,1304,x
1677,C,1449,x
1678,D,1475,x
1679,D,1145,x
1681,A,1849,x
1684,A,1623,x
1685,C,1985,x
1686,A,1646,x
1687,A,1084,x
1688,C,1609,x
1689,A,1002,x
1690,D,1863,x
1691,D,1469,x
1692,C,1036,x
1694,B,1063,x
1695,C,1529,x
1697,A,1464,x
1698,D,1295,x
1700,D,1714,x
1701,D,1083,x
1702,A,1500,x
1711,B,1638,x
1713,A,1406,x
1715,D,1239,x
1716,A,1148,x
1717,B,1244,x
1719,B,1351,x
1722,C,1004,x
1723,D,1596,x
1724,A,1061,x
1732,A,1207,x
1733,C,1146,x
1734,C,1191,x
1735,D,1085,x
1736,D,1115,x
1739,D,1211,x
1741,C,1946,x
1742,A,1205,x
1743,D,1937,x
1744,A,1968,x
1745,B,1508,x
1746,C,1875,x
1747,C,1474,x
1748,B,1021,x
1749,A,1405,x
1750,D,1035,x
1754,A,1388,x
1755,C,1208,x
1756,C,1242,x
1757,A,1695,x
1758,A,1267,x
1759,D,1992,x
1762,C,1671,x
1764,D,1607,x
1767,A,1308,x
1772,B,1452,x
1777,D,1019,x
1779,C,1620,x
1782,C,1678,x
1784,D,1925,x
1787,B,1449,x
1788,C,1757,x
1791,D,1440,x
1792,A,1342,x
1793,A,1640,x
1796,D,1464,x
1803,D,1154,x
1805,A,1162,x
1807,A,1490,x
1809,C,1568,x
1810,A,1393,x
1815,C,1132,x
1817,D,1839,x
1819,D,1867,x
1820,C,1447,x
1821,A,1739,x
1823,C,1637,x
1824,D,1401,x
1825,B,1605,x
1830,B,1087,x
1831,B,1663,x
1832,B,1212,x
1837,D,1333,x
1838,C,1667,x
1839,B,1267,x
1840,D,1660,x
1841,D,1908,x
1842,B,1885,x
1845,B,1692,x
1847,D,1670,x
1849,B,1286,x
1850,D,1603,x
1853,B,1614,x
1855,B,1519,x
1856,C,1810,x
1857,C,1864,x
1858,A,1164,x
1859,D,1088,x
1860,A,1439,x
1862,C,1263,x
1863,D,1067,x
1866,A,1094,x
1872,B,1380,x
1875,D,1627,x
1878,D,1894,x
1880,D,1615,x
1884,C,1012,x
1888,B,1239,x
1889,C,1330,x
1894,A,1986,x
1895,B,1398,x
1896,D,1299,x
1900,C,1522,x
1901,A,1628,x
1902,B,1197,x
1905,C,1845,x
1906,B,1684,x
1907,C,1956,x
1908,C,1792,x
1909,D,1827,x
1910,C,1676,x
1914,A,1042,x
1915,A,1507,x
1916,B,1285,x
1921,B,1212,x
1922,D,1858,x
1924,C,1625,x
1925,B,1095,x
1926,B,1211,x
1927,D,1043,x
1928,B,1567,x
1929,D,1153,x
1930,B,1630,x
1936,C,1777,x
1939,D,1227,x
1940,B,1836,x
1942,D,1231,x
1944,B,1402,x
1947,B,1155,x
1950,D,1207,x
1952,C,1850,x
1953,C,1166,x
1954,D,1266,x
1956,C,1398,x
1957,B,1611,x
1959,D,1246,x
1960,D,1425,x
1961,A,1189,x
1964,B,1474,x
1965,D,1033,x
1969,D,1046,x
1970,A,1561,x
1971,A,1869,x
1976,B,1825,x
1979,A,1916,x
1980,B,1070,x
1983,D,1825,x
1984,A,1144,x
1985,D,1240,x
1991,B,1685,x
1993,B,1530,x
1995,B,1160,x
1996,B,1192,x
1997,C,1001,x
1998,D,1546,x
2001,B,1992,x
2002,B,1371,x
2003,B,1065,x
2006,D,1220,x
2010,C,1653,x
2011,A,1238,x
2018,A,1291,x
2019,D,1407,x
2020,B,1590,x
2025,A,1279,x
2030,D,1424,x
2032,B,1106,x
2034,C,1805,x
2036,D,1619,x
2039,C,1983,x
2041,B,1036,x
2043,A,1991,x
2044,C,1568,x
2045,A,1498,x
2046,A,1360,x
2048,D,1122,x
2052,B,1105,x
2058,C,1616,x
2065,A,1802,x
2066,C,1009,x
2069,D,1918,x
2070,C,1560,x
2071,C,1199,x
2073,B,1264,x
2078,D,1225,x
2079,C,1597,x
2080,D,1354,x
2081,B,1180,x
2082,C,1001,x
2083,A,1012,x
2084,C,1787,x
2085,B,1109,x
2086,B,1703,x
2087,B,1236,x
2088,A,1307,x
2090,D,1938,x
2092,A,1843,x
2094,D,1783,x
2096,C,1567,x
2098,A,1832,x
2101,A,1329,x
2103,C,1446,x
2105,A,1982,x
2106,C,1241,x
2107,C,1477,x
2109,C,1429,x
2110,D,1039,x
2111,C,1329,x
2117,B,1669,x
2120,A,1431,x
2122,A,1256,x
2124,D,1537,x
2126,A,1835,x
2128,D,1698,x
2130,D,1806,x
2133,D,1254,x
2134,C,1790,x
2135,C,1771,x
2137,C,1729,x
2143,D,1584,x
2144,C,1541,x
2145,D,1225,x
2146,A,1490,x
2147,B,1122,x
2148,C,1748,x
2150,D,1442,x
2154,A,1261,x
2155,A,1615,x
2156,A,1100,x
2158,D,1751,x
2160,A,1340,x
2165,D,1020,x
2166,A,1126,x
2169,A,1465,x
2180,D,1533,x
2181,B,1324,x
2183,D,1367,x
2184,D,1045,x
2186,C,1601,x
2188,B,1383,x
2190,C,1179,x
2192,A,1936,x
2194,C,1119,x
2195,B,1305,x
2196,A,1125,x
2197,D,1159,x
2198,B,1247,x
2201,D,1843,x
2203,B,1055,x
2204,A,1321,x
2206,D,1807,x
2207,B,1453,x
2209,B,1551,x
2211,B,1396,x
2213,A,1182,x
2217,A,1541,x
2218,A,1251,x
2219,C,1142,x
2221,A,1092,x
2222,A,1581,x
2223,B,1261,x
2228,A,1290,x
2230,C,1879,x
2232,B,1534,x
2234,A,1976,x
2237,C,1537,x
2239,B,1034,x
2244,A,1568,x
2245,D,1249,x
2247,D,1230,x
2250,A,1485,x
2251,C,1382,x
2253,B,1678,x
2254,B,1356,x
2256,A,1338,x
2257,A,1784,x
2258,B,1769,x
2259,A,1586,x
2262,C,1679,x
2263,D,1825,x
2265,B,1935,x
2268,B,1452,x
2269,B,1362,x
2272,B,1318,x
2274,D,1516,x
2276,B,1995,x
2280,C,1536,x
2288,A,1096,x
2289,D,1097,x
2291,A,1293,x
2292,C,1886,x
2293,C,1742,x
2297,C,1814,x
2298,D,1710,x
2299,B,1952,x
2300,C,1426,x
2301,D,1782,x
2302,B,1132,x
2308,D,1521,x
2310,C,1539,x
2313,A,1541,x
2314,B,1548,x
2315,D,1118,x
2316,B,1048,x
2318,A,1249,x
2319,A,1785,x
2325,B,1780,x
2326,C,1870,x
2328,D,1113,x
2329,D,1805,x
2331,A,1415,x
2335,A,1397,x
2338,D,1951,x
2339,B,1669,x
2340,D,1645,x
2342,C,1882,x
2345,C,1089,x
2348,C,1927,x
2353,D,1920,x
2354,D,1628,x
2356,D,1516,x
2357,B,1286,x
2358,C,1115,x
2359,A,1225,x
2362,C,1367,x
2363,B,1351,x
2365,B,1786,x
2366,D,1265,x
2368,A,1770,x
2370,C,1618,x
2371,A,1791,x
2373,D,1342,x
2374,D,1947,x
2376,D,1403,x
2377,C,1131,x
2378,B,1843,x
2380,C,1497,x
2382,A,1782,x
2383,D,1481,x
2387,D,1765,x
2388,B,1228,x
2391,A,1962,x
2394,B,1867,x
2395,D,1387,x
2400,C,1463,x
2402,C,1319,x
2403,D,1346,x
2408,D,1715,x
2409,B,1711,x
2410,C,1324,x
2413,B,1604,x
2414,A,1805,x
2417,D,1224,x
2420,C,1294,x
2422,B,1851,x
2423,C,1888,x
2424,A,1200,x
2425,B,1494,x
2426,A,1022,x
2427,C,1030,x
2428,C,1904,x
2430,D,1975,x
2432,C,1672,x
2433,A,1916,x
2436,A,1841,x
2439,D,1101,x
2440,B,1917,x
2441,A,1061,x
2450,A,1565,x
2452,D,1112,x
2453,D,1574,x
2454,C,1535,x
2457,C,1948,x
2458,B,1697,x
2459,C,1306,x
2460,A,1405,x
2461,A,1921,x
2462,D,1712,x
2463,A,1821,x
2464,A,1766,x
2466,C,1637,x
2468,C,1877,x
2469,C,1050,x
2472,D,1150,x
2473,D,1127,x
2474,A,1486,x
2477,A,1786,x
2478,B,1124,x
2479,A,1636,x
2480,A,1538,x
2482,C,1067,x
2484,D,1560,x
2485,C,1503,x
2486,C,1919,x
2489,B,1498,x
2490,C,1891,x
2492,D,1993,x
2493,D,1489,x
2494,D,1574,x
2495,D,1891,x
2497,A,1902,x
2499,B,1950,x
2500,C,1506,x
2504,A,1311,x
2506,D,1102,x
2510,B,1584,x
2511,C,1385,x
2513,A,1188,x
2514,B,1038,x
2515,C,1510,x
2517,B,1465,x
2519,A,1652,x
2521,D,1541,x
2522,B,1510,x
2523,A,1050,x
2524,A,1712,x
2525,A,1625,x
2527,A,1514,x
2528,A,1958,x
2529,A,1574,x
2531,C,1541,x
2532,A,1442,x
2534,B,1243,x
2536,D,1497,x
2537,C,1776,x
2538,A,1911,x
2540,A,1157,x
2541,C,1481,x
2543,A,1992,x
2547,C,1731,x
2549,B,1196,x
2552,D,1566,x
2554,C,1904,x
2555,A,1216,x
2557,D,1757,x
2559,C,1666,x
2560,A,1763,x
2561,D,1094,x
2563,D,1051,x
2564,D,1444,x
2572,C,1308,x
2578,B,1378,x
2579,C,1117,x
2582,B,1904,x
2586,C,1873,x
2588,D,1808,x
2589,D,1281,x
2590,B,1739,x
2591,B,1250,x
2593,D,1550,x
2594,B,1442,x
2595,D,1937,x
2596,A,1951,x
2598,D,1887,x
2599,B,1497,x
2600,D,1489,x
2601,D,1268,x
2602,C,1586,x
2606,D,1481,x
2607,A,1513,x
2608,A,1310,x
2609,D,1840,x
2612,A,1240,x
2615,A,1019,x
2617,B,1323,x
2619,A,1401,x
2620,D,1496,x
2622,C,1615,x
2623,B,1231,x
2625,C,1330,x
2635,C,1895,x
2636,A,1860,x
2638,B,1457,x
2639,B,1355,x
2640,D,1310,x
2642,A,1938,x
2644,A,1718,x
2647,D,1597,x
2648,C,1108,x
2649,A,1261,x
2650,B,1753,x
2653,B,1194,x
2656,B,1174,x
2658,A,1377,x
2659,D,1902,x
2660,C,1116,x
2661,A,1114,x
2662,C,1583,x
2666,A,1893,x
2668,A,1947,x
2669,A,1161,x
2671,C,1841,x
2676,B,1018,x
2678,A,1211,x
2681,B,1535,x
2682,D,1894,x
2683,A,1488,x
2684,B,1579,x
2687,B,1794,x
2688,C,1483,x
2689,C,1207,x
2690,A,1901,x
2691,B,1526,x
2692,D,1335,x
2694,C,1769,x
2696,B,1732,x
2698,D,1987,x
2702,D,1756,x
2705,B,1528,x
2709,D,1702,x
2710,B,1040,x
2711,C,1377,x
2712,A,1900,x
2714,B,1509,x
2716,B,1620,x
2720,B,1337,x
2721,D,1760,x
2722,A,1269,x
2724,B,1026,x
2726,A,1833,x
2728,C,1320,x
2729,B,1968,x
2731,C,1484,x
2732,C,1237,x
2734,A,1078,x
2737,B,1913,x
2738,A,1946,x
2739,A,1284,x
2740,D,1498,x
2742,D,1005,x
2744,C,1452,x
2748,B,1199,x
2752,D,1454,x
2753,D,1017,x
2759,B,1698,x
2760,C,1335,x
2761,A,1448,x
2762,A,1093,x
2763,C,1889,x
2765,B,1641,x
2766,C,1467,x
2767,A,1650,x
2769,D,1821,x
2770,D,1913,x
2771,A,1593,x
2772,B,1664,x
2773,B,1193,x
2775,C,1389,x
2776,C,1521,x
2779,B,1079,x
2782,C,1863,x
2783,A,1644,x
2784,C,1114,x
2788,D,1231,x
2789,B,1275,x
2790,A,1893,x
2792,D,1694,x
2793,A,1362,x
2796,B,1147,x
2802,D,1939,x
2804,A,1809,x
2805,C,1489,x
2808,D,1997,x
2809,C,1071,x
2810,D,1700,x
2812,C,1639,x
2813,A,1254,x
2815,A,1618,x
2820,C,1786,x
2822,B,1585,x
2823,C,1439,x
2824,A,1084,x
2825,C,1511,x
2826,D,1423,x
2827,D,1335,x
2829,A,1965,x
2831,B,1616,x
2832,A,1850,x
2833,A,1929,x
2835,B,1768,x
2840,A,1131,x
2844,A,1275,x
2846,B,1579,x
2849,B,1111,x
2855,A,1253,x
2857,B,1016,x
2860,D,1031,x
2861,D,1836,x
2862,B,1011,x
2863,D,1175,x
2864,D,1634,x
2866,A,1719,x
2868,B,1764,x
2871,D,1539,x
2872,C,1929,x
2873,C,1012,x
2876,A,1074,x
2877,A,1444,x
2878,B,1377,x
2880,D,1134,x
2883,C,1823,x
2885,A,1305,x
2889,A,1178,x
2894,B,1895,x
2896,D,1941,x
2897,A,1914,x
2898,A,1936,x
2899,A,1548,x
